时间戳,帧计数器,游戏时间,挂载对象位置X,挂载对象位置Y,挂载对象位置Z,挂载对象旋转X,挂载对象旋转Y,挂载对象旋转Z,目标对象1旋转X,目标对象1旋转Y,目标对象1旋转Z,注视原点X,注视原点Y,注视原点Z,注视方向X,注视方向Y,注视方向Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径,右瞳孔直径,左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,眼动追踪状态,
06:02.0,103,1.4208,0.986206,1.076404,26.67241,36.93501,356.1833,2.127138,0,0,0,0.984098,1.072605,26.68616,-0.073863,-0.825914,0.558937,0.888173,0.000001,27.41204,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.1,104,1.4323,0.986635,1.07681,26.67075,36.84431,356.407,2.162272,0,0,0,0.984577,1.073033,26.68452,-0.065479,-0.835053,0.546259,0.900438,0.000001,27.38646,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.1,105,1.4432,0.987387,1.076936,26.66858,36.79704,356.6115,2.296947,0,0,0,0.985365,1.073168,26.68235,-0.055756,-0.840604,0.538773,0.914184,0.000001,27.37019,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.1,106,1.4549,0.988121,1.077169,26.66648,36.7326,356.8205,2.307843,0,0,0,0.986149,1.073417,26.68026,-0.053855,-0.841785,0.53712,0.917475,0.000001,27.36517,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.1,107,1.4655,0.988796,1.077658,26.66442,36.64947,357.0561,2.34035,0,0,0,0.986877,1.073925,26.67822,-0.051509,-0.841013,0.538558,0.921104,0.000001,27.36592,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.1,108,1.4765,0.98946,1.077897,26.66266,36.56501,357.233,2.332057,0,0,0,0.987583,1.074185,26.67646,-0.044868,-0.845607,0.531917,0.930587,0.000001,27.35217,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.1,109,1.4878,0.990231,1.078303,26.66075,36.3788,357.4709,2.323186,0,0,0,0.988413,1.074636,26.67458,-0.037012,-0.848456,0.527971,0.941535,0.000001,27.34331,Road,0,0,0.5,0.5,0.5,0.5,1,0.993106,Valid,#NAME?
06:02.1,110,1.4987,0.990612,1.078862,26.65953,36.28342,357.5921,2.273199,0,0,0,0.988829,1.075219,26.67337,-0.032069,-0.850418,0.525129,0.948282,0.000001,27.33732,Road,0,0,0.5,0.5,0.5,0.5,1,0.994484,Valid,#NAME?
06:02.1,111,1.5103,0.991396,1.079213,26.65777,36.14682,357.7999,2.261037,0,0,0,0.989662,1.075603,26.67162,-0.030322,-0.84916,0.527265,0.951254,0.000001,27.33949,Road,0,0,0.5,0.5,0.5,0.5,1,0.995588,Valid,#NAME?
06:02.2,112,1.528,0.992199,1.079556,26.656,36.02518,358.0051,2.190792,0,0,0,0.990521,1.075978,26.66987,-0.030775,-0.848753,0.527893,0.951506,0.000001,27.33909,Road,0,0,0.5,0.5,0.5,0.5,1,0.99647,Valid,#NAME?
06:02.2,113,1.5361,0.992853,1.080126,26.65438,35.94205,358.2447,2.240393,0,0,0,0.99123,1.076567,26.66826,-0.019531,-0.851425,0.524112,0.966534,0.000001,27.33097,Road,0,0,0.5,0.5,0.5,0.5,1,0.99647,Valid,#NAME?
06:02.2,114,1.5431,0.993725,1.08056,26.6524,35.85315,358.4966,2.236247,0,0,0,0.992161,1.077023,26.6663,-0.017289,-0.85061,0.525513,0.970269,0.000001,27.33169,Road,0,0,0.5,0.5,0.5,0.5,1,0.99647,Valid,#NAME?
06:02.2,115,1.5544,0.994488,1.081002,26.65075,35.79628,358.706,2.216769,0,0,0,0.992977,1.077478,26.66465,-0.012781,-0.851813,0.52369,0.97681,0.000001,27.3271,Road,0,0,0.5,0.5,0.5,0.5,1,0.99647,Valid,#NAME?
06:02.2,116,1.5653,0.995165,1.081607,26.6492,35.69034,358.9182,2.179825,0,0,0,0.993708,1.07811,26.66311,-0.010903,-0.853059,0.5217,0.979928,0.000001,27.32244,Road,0,0,0.5,0.5,0.5,0.5,1,0.997741,Valid,#NAME?
06:02.2,117,1.5771,0.995955,1.082147,26.64762,35.56304,359.0908,2.074146,0,0,0,0.994551,1.078682,26.66155,-0.007076,-0.852791,0.522204,0.985601,0.000001,27.32208,Road,0,0,0.5,0.5,0.5,0.5,1,0.998193,Valid,#NAME?
06:02.2,118,1.5878,0.997053,1.082754,26.64565,35.33728,359.3569,2.106649,0,0,0,0.99571,1.079344,26.6596,-0.004466,-0.850726,0.525591,0.990044,0.000001,27.32643,Road,0,0,0.5,0.5,0.5,0.5,1,0.998193,Valid,#NAME?
06:02.2,119,1.5991,0.997656,1.083361,26.64441,35.16609,359.5745,2.161916,0,0,0,0.996363,1.079991,26.65837,0.00105,-0.851187,0.524862,0.997695,0.000001,27.32433,Road,0,0,0.5,0.5,0.5,0.5,1,0.998554,Valid,#NAME?
06:02.2,120,1.6099,0.998491,1.08369,26.64307,35.021,359.7762,2.121567,0,0,0,0.997248,1.080357,26.65704,0.005394,-0.850303,0.526267,1.0041,0.000001,27.32568,Road,0,0,0.5,0.5,0.5,0.5,1,0.998554,Valid,#NAME?
06:02.2,121,1.6209,0.999304,1.083947,26.64171,34.94024,-0.002294,2.141834,0,0,0,0.998116,1.080634,26.65569,0.007568,-0.849558,0.527441,1.007742,0.000001,27.3266,Road,0,0,0.5,0.5,0.5,0.5,1,0.999075,Valid,#NAME?
06:02.3,122,1.6321,1.00001,1.084362,26.64034,34.87198,0.267648,2.177128,0,0,0,0.998882,1.081064,26.65433,0.012577,-0.848299,0.529369,1.014911,0.000001,27.32896,Road,0,0,0.5,0.5,0.5,0.5,1,0.999075,Valid,#NAME?
06:02.3,123,1.6435,1.000769,1.084484,26.63895,34.88803,0.532458,2.215989,0,0,0,0.999703,1.081182,26.65294,0.018366,-0.849361,0.527493,1.023081,0.000001,27.32441,Road,0,0,0.5,0.5,0.5,0.5,1,0.99926,Valid,#NAME?
06:02.3,124,1.6547,1.001503,1.084707,26.63741,34.93488,0.839197,2.263413,0,0,0,1.000507,1.081392,26.65141,0.024185,-0.849831,0.5265,1.031282,0.000001,27.32137,Road,0,0,0.5,0.5,0.5,0.5,1,0.99926,Valid,#NAME?
06:02.3,125,1.6654,1.002237,1.084898,26.63592,34.9884,1.125412,2.235842,0,0,0,1.001314,1.081572,26.64992,0.026609,-0.850329,0.525578,1.035159,0.000001,27.31842,Road,0,0,0.5,0.5,0.5,0.5,1,0.99926,Valid,#NAME?
06:02.3,126,1.6831,1.003052,1.085046,26.63435,35.05554,1.447931,2.361791,0,0,0,1.002195,1.0817,26.64835,0.032063,-0.848992,0.527431,1.043047,0.000001,27.32034,Road,0,0,0.5,0.5,0.5,0.5,1,0.999526,Valid,#NAME?
06:02.3,127,1.6913,1.003729,1.085326,26.63303,35.08836,1.703276,2.414152,0,0,0,1.00293,1.081971,26.64703,0.035385,-0.849692,0.526091,1.047988,0.000001,27.31693,Road,0,0,0.5,0.5,0.5,0.5,1,0.999526,Valid,#NAME?
06:02.3,128,1.6991,1.004444,1.085562,26.63169,35.10521,1.976307,2.432385,0,0,0,1.00371,1.082203,26.64569,0.038008,-0.849842,0.525666,1.05211,0.000001,27.31509,Road,0,0,0.5,0.5,0.5,0.5,1,0.999621,Valid,#NAME?
06:02.3,129,1.71,1.005165,1.085741,26.6305,35.0609,2.176937,2.55369,0,0,0,1.004469,1.082391,26.6445,0.041447,-0.849602,0.525793,1.057272,0.000001,27.31437,Road,0,0,0.5,0.5,0.5,0.5,1,0.999621,Valid,#NAME?
06:02.3,130,1.7211,1.005733,1.085896,26.62942,35.02919,2.386816,2.664125,0,0,0,1.005077,1.082551,26.64343,0.045964,-0.849216,0.526041,1.063671,0.000001,27.31402,Road,0,0,0.5,0.5,0.5,0.5,1,0.999697,Valid,#NAME?
06:02.4,131,1.7321,1.006189,1.08634,26.62828,34.97606,2.626201,2.72944,0,0,0,1.005587,1.083008,26.6423,0.050287,-0.849633,0.524971,1.069686,0.000001,27.31146,Road,0,0,0.5,0.5,0.5,0.5,1,0.999697,Valid,#NAME?
06:02.4,132,1.7431,1.006756,1.08644,26.62706,34.97795,2.809313,2.811821,0,0,0,1.006189,1.083105,26.64108,0.052531,-0.849619,0.524774,1.073156,0.000001,27.31007,Road,0,0,0.5,0.5,0.5,0.5,1,0.999697,Valid,#NAME?
06:02.4,133,1.7547,1.007238,1.086607,26.62596,34.99137,2.982724,2.844966,0,0,0,1.006712,1.083269,26.63997,0.057123,-0.849096,0.525141,1.079589,0.000001,27.30994,Road,0,0,0.5,0.5,0.5,0.5,1,0.999806,Valid,#NAME?
06:02.4,134,1.7654,1.007566,1.086918,26.62487,35.02378,3.137769,2.903997,0,0,0,1.007072,1.08357,26.63888,0.059579,-0.849827,0.523684,1.083039,0.000001,27.3066,Road,0,0,0.5,0.5,0.5,0.5,1,0.999845,Valid,#NAME?
06:02.4,135,1.7765,1.008005,1.08709,26.62365,35.01436,3.28148,2.927424,0,0,0,1.007545,1.083744,26.63767,0.061062,-0.84973,0.523671,1.085424,0.000001,27.30556,Road,0,0,0.5,0.5,0.5,0.5,1,0.999876,Valid,#NAME?
06:02.4,136,1.7879,1.008425,1.087275,26.6225,35.00391,3.380483,2.977735,0,0,0,1.007984,1.08393,26.63652,0.06418,-0.849634,0.523452,1.089862,0.000001,27.30433,Road,0,0,0.5,0.5,0.5,0.5,1,0.999876,Valid,#NAME?
06:02.4,137,1.7989,1.008669,1.087492,26.6216,34.95762,3.426738,2.996126,0,0,0,1.008238,1.084159,26.63562,0.066629,-0.849308,0.523676,1.093291,0.000001,27.30411,Road,0,0,0.5,0.5,0.5,0.5,1,0.999876,Valid,#NAME?
06:02.4,138,1.8099,1.008972,1.087687,26.62063,34.91805,3.502463,3.04366,0,0,0,1.008556,1.084363,26.63465,0.069844,-0.849061,0.523658,1.097757,0.000001,27.30343,Road,0,0,0.5,0.5,0.5,0.5,1,0.999921,Valid,#NAME?
06:02.4,139,1.8211,1.009275,1.087791,26.61956,34.87997,3.514219,3.081155,0,0,0,1.008858,1.084476,26.63359,0.070245,-0.84869,0.524205,1.098618,0.000001,27.30343,Road,0,0,0.5,0.5,0.5,0.5,1,0.999936,Valid,#NAME?
06:02.5,140,1.8381,1.009438,1.088026,26.61856,34.88194,3.543457,3.102205,0,0,0,1.009026,1.084709,26.63259,0.071581,-0.84856,0.524235,1.100527,0.000001,27.30273,Road,0,0,0.5,0.5,0.5,0.5,1,0.999949,Valid,#NAME?
06:02.5,141,1.8475,1.009684,1.088094,26.61724,34.91262,3.557289,3.103612,0,0,0,1.009274,1.08477,26.63126,0.07257,-0.848713,0.523852,1.102028,0.000001,27.30082,Road,0,0,0.5,0.5,0.5,0.5,1,0.999949,Valid,#NAME?
06:02.5,142,1.8563,1.009918,1.088164,26.61607,34.94664,3.566851,3.10443,0,0,0,1.009512,1.084832,26.63009,0.07325,-0.849204,0.52296,1.103087,0.000001,27.29816,Road,0,0,0.5,0.5,0.5,0.5,1,0.999959,Valid,#NAME?
06:02.5,143,1.8653,1.009987,1.088486,26.61506,34.9693,3.555274,3.045348,0,0,0,1.009583,1.08515,26.62908,0.072716,-0.849446,0.522641,1.102476,0.000001,27.29676,Road,0,0,0.5,0.5,0.5,0.5,1,0.999959,Valid,#NAME?
06:02.5,144,1.8768,1.010191,1.088655,26.61397,34.94424,3.518873,2.987818,0,0,0,1.009783,1.085325,26.62799,0.07425,-0.849482,0.522368,1.104647,0.000001,27.29539,Road,0,0,0.5,0.5,0.5,0.5,1,0.999959,Valid,#NAME?
06:02.5,145,1.888,1.010334,1.088857,26.61303,34.86238,3.443794,2.916343,0,0,0,1.009914,1.085548,26.62706,0.072163,-0.848852,0.523683,1.1022,0.000001,27.29678,Road,0,0,0.5,0.5,0.5,0.5,1,0.999974,Valid,#NAME?
06:02.5,146,1.8989,1.010359,1.089275,26.61235,34.71994,3.334529,2.816227,0,0,0,1.009922,1.086003,26.62638,0.070595,-0.847596,0.525925,1.100374,0.000001,27.30024,Road,0,0,0.5,0.5,0.5,0.5,1,0.999974,Valid,#NAME?
06:02.5,147,1.91,1.010441,1.089563,26.6116,34.56622,3.216869,2.712285,0,0,0,1.009985,1.086331,26.62564,0.070259,-0.846272,0.528097,1.100174,0.000001,27.30356,Road,0,0,0.5,0.5,0.5,0.5,1,0.999974,Valid,#NAME?
06:02.5,148,1.9205,1.010508,1.089906,26.61088,34.38666,3.083004,2.583289,0,0,0,1.010033,1.08672,26.62493,0.06867,-0.844794,0.530668,1.098367,0.000001,27.30757,Road,0,0,0.5,0.5,0.5,0.5,1,0.999979,Valid,#NAME?
06:02.6,149,1.9316,1.010496,1.090454,26.61026,34.21217,2.962735,2.46647,0,0,0,1.010002,1.087312,26.62433,0.067385,-0.84334,0.533139,1.096881,0.000001,27.31171,Road,0,0,0.5,0.5,0.5,0.5,1,0.999983,Valid,#NAME?
06:02.6,150,1.9431,1.010553,1.090798,26.60962,34.04966,2.808338,2.336168,0,0,0,1.010035,1.087699,26.62369,0.065163,-0.84189,0.5357,1.094223,0.000001,27.3158,Road,0,0,0.5,0.5,0.5,0.5,1,0.999983,Valid,#NAME?
06:02.6,151,1.9538,1.010624,1.091105,26.60889,33.89198,2.658355,2.24703,0,0,0,1.010078,1.088046,26.62297,0.063929,-0.840469,0.538075,1.092839,0.000001,27.31954,Road,0,0,0.5,0.5,0.5,0.5,1,0.999983,Valid,#NAME?
06:02.6,152,1.9649,1.010578,1.0916,26.6083,33.7431,2.52906,2.130988,0,0,0,1.010012,1.088579,26.62239,0.057478,-0.83918,0.540808,1.084571,0.000001,27.32393,Road,0,0,0.5,0.5,0.5,0.5,1,0.999989,Valid,#NAME?
06:02.6,153,1.9765,1.01063,1.091874,26.6076,33.61671,2.399208,2.053345,0,0,0,1.010038,1.088886,26.6217,0.055792,-0.838018,0.542783,1.082532,0.000001,27.32697,Road,0,0,0.5,0.5,0.5,0.5,1,0.999989,Valid,#NAME?
06:02.6,154,1.9934,1.01067,1.092117,26.60694,33.48783,2.299522,1.956278,0,0,0,1.010061,1.089162,26.62104,0.05455,-0.836935,0.544577,1.081051,0.000001,27.32973,Road,0,0,0.5,0.5,0.5,0.5,1,0.999993,Valid,#NAME?
06:02.6,155,2.0016,1.010605,1.092507,26.60631,33.35321,2.21876,1.840804,0,0,0,1.009991,1.089587,26.62041,0.05355,-0.835917,0.546237,1.07979,0.000001,27.33242,Road,0,0,0.5,0.5,0.5,0.5,1,0.999993,Valid,#NAME?
06:02.6,156,2.0093,1.010612,1.092754,26.60579,33.23513,2.120215,1.724499,0,0,0,1.009983,1.089866,26.6199,0.051867,-0.83484,0.548043,1.077694,0.000001,27.33535,Road,0,0,0.5,0.5,0.5,0.5,1,0.999993,Valid,#NAME?
06:02.6,157,2.0207,1.010614,1.093046,26.60512,33.04766,2.000119,1.574694,0,0,0,1.00997,1.090206,26.61925,0.050247,-0.833315,0.55051,1.075706,0.000001,27.33947,Road,0,0,0.5,0.5,0.5,0.5,1,0.999993,Valid,#NAME?
06:02.7,158,2.0316,1.010565,1.093462,26.60465,32.9039,1.910233,1.461731,0,0,0,1.009911,1.090659,26.61878,0.049216,-0.831985,0.552611,1.074428,0.000001,27.34321,Road,0,0,0.5,0.5,0.5,0.5,1,0.999996,Valid,#NAME?
06:02.7,159,2.0427,1.010572,1.093776,26.60407,32.7595,1.786216,1.355547,0,0,0,1.009895,1.09101,26.61821,0.047864,-0.830616,0.554785,1.072764,0.000001,27.34692,Road,0,0,0.5,0.5,0.5,0.5,1,0.999996,Valid,#NAME?
06:02.7,160,2.0539,1.01058,1.094091,26.60348,32.62935,1.703244,1.252486,0,0,0,1.009893,1.091359,26.61762,0.046401,-0.829397,0.55673,1.07095,0.000001,27.3502,Road,0,0,0.5,0.5,0.5,0.5,1,0.999996,Valid,#NAME?
06:02.7,161,2.065,1.010529,1.094502,26.603,32.49863,1.640125,1.174752,0,0,0,1.009832,1.091804,26.61715,0.045101,-0.828249,0.558542,1.069284,0.000001,27.35343,Road,0,0,0.5,0.5,0.5,0.5,1,0.999997,Valid,#NAME?
06:02.7,162,2.0761,1.01053,1.094794,26.60255,32.35003,1.564254,1.08977,0,0,0,1.009825,1.092133,26.6167,0.045277,-0.82715,0.560154,1.069607,0.000001,27.35632,Road,0,0,0.5,0.5,0.5,0.5,1,0.999998,Valid,#NAME?
06:02.7,163,2.0872,1.010534,1.095137,26.60212,32.18771,1.493456,1.019181,0,0,0,1.009817,1.092517,26.61628,0.044155,-0.825588,0.562543,1.068248,0.000001,27.36071,Road,0,0,0.5,0.5,0.5,0.5,1,0.999998,Valid,#NAME?
06:02.7,164,2.0985,1.010473,1.095659,26.60193,31.97029,1.42846,0.963477,0,0,0,1.009747,1.093094,26.6161,0.044011,-0.823677,0.565349,1.068153,0.000001,27.36637,Road,0,0,0.5,0.5,0.5,0.5,1,0.999998,Valid,#NAME?
06:02.7,165,2.1094,1.010445,1.096063,26.60171,31.75314,1.35625,0.922331,0,0,0,1.009703,1.093553,26.61589,0.042595,-0.821508,0.568604,1.066403,0.000001,27.3728,Road,0,0,0.5,0.5,0.5,0.5,1,0.999998,Valid,#NAME?
06:02.7,166,2.1206,1.010414,1.096438,26.60146,31.52925,1.310552,0.88171,0,0,0,1.009665,1.093983,26.61565,0.043006,-0.819517,0.571439,1.067074,0.000001,27.37846,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:02.8,167,2.1319,1.010324,1.096998,26.6013,31.30537,1.278041,0.832672,0,0,0,1.009573,1.094599,26.6155,0.042412,-0.817296,0.574655,1.066374,0.000001,27.38513,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:02.8,168,2.1486,1.010294,1.097395,26.6011,31.0958,1.229662,0.77379,0,0,0,1.009537,1.095049,26.61531,0.04218,-0.815541,0.57716,1.066172,0.000001,27.39029,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:02.8,169,2.1559,1.010235,1.097783,26.60095,30.87116,1.189733,0.728962,0,0,0,1.009472,1.095493,26.61516,0.042155,-0.813765,0.579664,1.06622,0.000001,27.39551,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:02.8,170,2.1648,1.010109,1.098318,26.60084,30.64625,1.134731,0.686809,0,0,0,1.009335,1.096085,26.61506,0.041366,-0.811499,0.582888,1.065208,0.000001,27.40236,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:02.8,171,2.1762,1.010042,1.098771,26.60076,30.41892,1.087307,0.656497,0,0,0,1.00926,1.096595,26.61499,0.041327,-0.809522,0.585634,1.065242,0.000001,27.40831,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:02.8,172,2.1874,1.009979,1.099163,26.60069,30.2211,1.043566,0.635379,0,0,0,1.00919,1.097036,26.61493,0.041524,-0.808271,0.587345,1.065548,0.000001,27.41212,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:02.8,173,2.1985,1.009871,1.099671,26.60067,30.02559,1.010987,0.614656,0,0,0,1.009073,1.097593,26.61492,0.041328,-0.806752,0.589444,1.0653,0.000001,27.41687,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.8,174,2.2094,1.009758,1.100152,26.60067,29.77485,0.978553,0.586537,0,0,0,1.008955,1.098137,26.61493,0.040856,-0.804175,0.592987,1.064746,0.000001,27.42468,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.8,175,2.2206,1.009657,1.100524,26.60062,29.56469,0.946544,0.551917,0,0,0,1.008852,1.098561,26.61489,0.040425,-0.80252,0.595255,1.06419,0.000001,27.42973,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,176,2.2315,1.00951,1.100977,26.60062,29.38011,0.934424,0.528286,0,0,0,1.008701,1.099061,26.61489,0.040537,-0.800487,0.597978,1.064358,0.000001,27.43591,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,177,2.2432,1.009422,1.101257,26.60063,29.22718,0.911292,0.500504,0,0,0,1.008612,1.09938,26.6149,0.028898,-0.798131,0.601791,1.048416,0.000001,27.44384,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,178,2.2545,1.009336,1.101407,26.60065,29.10052,0.911709,0.508884,0,0,0,1.008526,1.099561,26.61492,0.028989,-0.796795,0.603554,1.04853,0.000001,27.44781,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,179,2.2652,1.009226,1.101795,26.60069,29.00226,0.893095,0.505231,0,0,0,1.008411,1.099974,26.61497,-0.001607,-0.779746,0.626094,1.006144,0.000001,27.49821,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,180,2.2764,1.009136,1.101979,26.60069,28.87273,0.885594,0.517127,0,0,0,1.008318,1.100189,26.61497,-0.002082,-0.75145,0.659787,1.005269,0.000001,27.58096,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,181,2.2875,1.009045,1.102173,26.60069,28.75074,0.89503,0.528283,0,0,0,1.008228,1.100414,26.61498,-0.001882,-0.750046,0.661383,1.005466,0.000001,27.58531,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,182,2.3058,1.008938,1.102429,26.60068,28.63838,0.905281,0.530567,0,0,0,1.008123,1.100698,26.61497,0.000229,-0.733433,0.679762,1.008467,0.000001,27.63512,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,183,2.3143,1.00882,1.102598,26.60072,28.5458,0.913967,0.551702,0,0,0,1.008005,1.100889,26.61502,0.000468,-0.732337,0.680942,1.008708,0.000001,27.63865,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:02.9,184,2.321,1.008739,1.102734,26.60075,28.44352,0.931783,0.551662,0,0,0,1.007929,1.10105,26.61505,0.000701,-0.731121,0.682248,1.008984,0.000001,27.6425,Road,0,0,0.5,0.5,0.5,0.5,1,0.980709,Valid,#NAME?
06:03.0,185,2.3317,1.008606,1.103001,26.60075,28.37077,0.942075,0.569806,0,0,0,1.007797,1.101336,26.61505,-0.052745,-0.614068,0.787489,0.913199,0.000001,28.02742,Road,0,0,0.5,0.5,0.5,0.5,1,0.980709,Valid,#NAME?
06:03.0,186,2.3431,1.00853,1.103047,26.6008,28.29614,0.962139,0.591496,0,0,0,1.007725,1.1014,26.6151,-0.041296,-0.641518,0.765995,0.936825,0.000001,27.93021,Road,0,0,0.5,0.5,0.5,0.5,1,0.965275,Valid,#NAME?
06:03.0,187,2.3542,1.008438,1.103124,26.60086,28.21259,0.973983,0.612663,0,0,0,1.007633,1.101498,26.61516,-0.072759,-0.593757,0.801348,0.872655,0.000001,28.10177,Road,0,0,0.5,0.5,0.5,0.5,1,0.965275,Valid,#NAME?
06:03.0,188,2.3652,1.008274,1.103406,26.60092,28.1573,0.980798,0.653226,0,0,0,1.007469,1.101793,26.61523,-0.072552,-0.593039,0.801899,0.872677,0.000001,28.10506,Road,0,0,0.5,0.5,0.5,0.5,1,0.965275,Valid,#NAME?
06:03.0,189,2.3762,1.008175,1.103457,26.601,28.06907,1.009599,0.687813,0,0,0,1.007372,1.101866,26.61531,-0.094821,-0.560278,0.822859,0.820892,0.000001,28.23358,Road,0,0,0.5,0.5,0.5,0.5,1,0.965275,Valid,#NAME?
06:03.0,190,2.3875,1.008083,1.103526,26.60107,28.01103,1.002944,0.723797,0,0,0,1.007277,1.101948,26.61538,-0.109464,-0.55398,0.825302,0.789537,0.000001,28.25703,Road,0,0,0.5,0.5,0.5,0.5,1,0.965275,Valid,#NAME?
06:03.0,191,2.3984,1.008032,1.103588,26.6011,27.96537,1.020584,0.739725,0,0,0,1.007227,1.102021,26.61541,-0.109174,-0.553355,0.82576,0.789805,0.000001,28.25993,Road,0,0,0.5,0.5,0.5,0.5,1,0.965275,Valid,#NAME?
06:03.0,192,2.4097,1.007893,1.103795,26.60115,27.91811,1.032609,0.7719,0,0,0,1.007088,1.10224,26.61546,-0.119936,-0.528628,0.840338,0.75701,0.000001,28.36764,Road,0,0,0.5,0.5,0.5,0.5,1,0.965275,Valid,#NAME?
06:03.0,193,2.4205,1.007772,1.103918,26.60121,27.87324,1.049466,0.796153,0,0,0,1.006969,1.102373,26.61552,-0.11661,-0.549297,0.827451,0.772948,0.000001,28.27612,Road,0,0,0.5,0.5,0.5,0.5,1,0.965275,Valid,#NAME?
06:03.1,194,2.4319,1.007633,1.104111,26.60126,27.81679,1.064368,0.814235,0,0,0,1.006834,1.10258,26.61557,-0.119294,-0.545053,0.829872,0.765516,0.000001,28.29431,Road,0,0,0.5,0.5,0.5,0.5,1,0.97222,Valid,#NAME?
06:03.1,195,2.443,1.007513,1.104224,26.60133,27.76255,1.082793,0.813837,0,0,0,1.006718,1.102706,26.61565,-0.119018,-0.544268,0.830426,0.765583,0.000001,28.29813,Road,0,0,0.5,0.5,0.5,0.5,1,0.977776,Valid,#NAME?
06:03.1,196,2.4596,1.007412,1.10428,26.60146,27.69356,1.0775,0.80948,0,0,0,1.006615,1.10278,26.61578,-0.117586,-0.547266,0.828658,0.769671,0.000001,28.28558,Road,0,0,0.5,0.5,0.5,0.5,1,0.982221,Valid,#NAME?
06:03.1,197,2.4671,1.007286,1.104485,26.60159,27.61688,1.077792,0.815129,0,0,0,1.006489,1.103004,26.61591,-0.132705,-0.516436,0.845981,0.723057,0.000001,28.42277,Road,0,0,0.5,0.5,0.5,0.5,1,0.982221,Valid,#NAME?
06:03.1,198,2.4762,1.007174,1.104621,26.60175,27.51903,1.068273,0.815785,0,0,0,1.006372,1.103164,26.61607,-0.114115,-0.555901,0.823378,0.779916,0.000001,28.25003,Road,0,0,0.5,0.5,0.5,0.5,1,0.985777,Valid,#NAME?
06:03.1,199,2.4874,1.007013,1.104756,26.60202,27.36882,1.051323,0.826583,0,0,0,1.006208,1.103337,26.61635,-0.114311,-0.553768,0.824787,0.778454,0.000001,28.25968,Road,0,0,0.5,0.5,0.5,0.5,1,0.985777,Valid,#NAME?
06:03.1,200,2.4984,1.006857,1.10498,26.60216,27.28115,1.04589,0.831838,0,0,0,1.00605,1.103583,26.61649,-0.13046,-0.523909,0.841724,0.731243,0.000001,28.38954,Road,0,0,0.5,0.5,0.5,0.5,1,0.988621,Valid,#NAME?
06:03.1,201,2.5094,1.006765,1.10509,26.60229,27.20712,1.023846,0.827125,0,0,0,1.005955,1.103711,26.61663,-0.117438,-0.547139,0.828763,0.769054,0.000001,28.28845,Road,0,0,0.5,0.5,0.5,0.5,1,0.988621,Valid,#NAME?
06:03.1,202,2.5207,1.006662,1.105148,26.60239,27.12689,1.016365,0.838816,0,0,0,1.005848,1.103789,26.61672,-0.117511,-0.546005,0.8295,0.768292,0.000001,28.29363,Road,0,0,0.5,0.5,0.5,0.5,1,0.992718,Valid,#NAME?
06:03.2,203,2.5317,1.006512,1.105336,26.60247,27.07854,1.010721,0.851894,0,0,0,1.005695,1.103989,26.61681,-0.117887,-0.547141,0.828698,0.76783,0.000001,28.2889,Road,0,0,0.5,0.5,0.5,0.5,1,0.992718,Valid,#NAME?
