时间戳,帧计数器,游戏时间,挂载对象位置X,挂载对象位置Y,挂载对象位置Z,挂载对象旋转X,挂载对象旋转Y,挂载对象旋转Z,目标对象1旋转X,目标对象1旋转Y,目标对象1旋转Z,注视原点X,注视原点Y,注视原点Z,注视方向X,注视方向Y,注视方向Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径,右瞳孔直径,左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,眼动追踪状态,
05:58.5,1,0,0.413246,1.258904,26.27372,359.9871,-0.000112,0.001655,0,0,0,0.413246,1.258904,26.27372,-0.000002,0.000226,1,0.413234,1.260326,32.57522,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Invalid,#NAME?
06:00.6,2,0.02,1.000263,1.112913,26.79833,3.548345,357.6712,359.9483,0,0,0,0.998722,1.11741,26.81194,-0.182249,-0.307921,0.933793,0.337361,0.000001,30.20057,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:00.9,3,0.27,0.988773,1.101111,26.78534,7.045259,350.604,358.4549,0,0,0,0.985664,1.10479,26.79893,-0.120575,-0.336112,0.934072,0.589339,0.000001,29.86919,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:00.9,4,0.3152,0.99201,1.100801,26.78556,6.770342,352.3521,359.151,0,0,0,0.989258,1.104536,26.79921,-0.090607,-0.332192,0.93885,0.687992,0.000001,29.92088,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,5,0.3354,0.992561,1.100521,26.78557,6.755921,352.768,359.3257,0,0,0,0.989891,1.104256,26.79924,-0.113981,-0.317979,0.941222,0.594065,0.000001,30.06786,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,6,0.3446,0.992792,1.100434,26.78544,6.75643,352.9503,359.4728,0,0,0,0.990152,1.104167,26.79912,-0.110465,-0.317973,0.941643,0.60656,0.000001,30.06898,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,7,0.3541,0.992832,1.100457,26.78541,6.748138,352.9977,359.4744,0,0,0,0.990204,1.104192,26.79909,-0.142159,-0.302548,0.942473,0.471375,0.000001,30.23878,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,8,0.3664,0.992899,1.100458,26.78537,6.769521,353.0205,359.5093,0,0,0,0.990273,1.104187,26.79905,-0.165144,-0.29894,0.939874,0.380284,0.000001,30.27064,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,9,0.3776,0.992857,1.100446,26.78529,6.710711,353.0494,359.4725,0,0,0,0.990242,1.104189,26.79897,-0.170573,-0.299169,0.938831,0.360681,0.000001,30.26405,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,10,0.3879,0.992865,1.100447,26.78524,6.684352,353.0627,359.4616,0,0,0,0.990253,1.104197,26.79892,-0.170406,-0.29872,0.939004,0.360359,0.000001,30.26987,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,11,0.3985,0.992851,1.100498,26.78519,6.675129,353.0713,359.4538,0,0,0,0.990242,1.104251,26.79886,-0.17337,-0.314983,0.933129,0.382453,0.000001,30.07018,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,12,0.4096,0.992863,1.100497,26.78513,6.652921,353.0739,359.4532,0,0,0,0.990255,1.104256,26.79881,-0.174903,-0.321706,0.930545,0.389901,0.000001,29.9929,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.0,13,0.4209,0.992842,1.100496,26.78509,6.63352,353.067,359.4658,0,0,0,0.990233,1.104259,26.79876,-0.174981,-0.3214,0.930636,0.389036,0.000001,29.99622,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,14,0.438,0.992828,1.100508,26.78508,6.603684,353.0451,359.4694,0,0,0,0.990213,1.104278,26.79875,-0.165908,-0.334852,0.92755,0.443082,0.000001,29.85764,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,15,0.4449,0.992819,1.10055,26.78507,6.590425,353.031,359.4673,0,0,0,0.9902,1.104323,26.79874,-0.178867,-0.321561,0.929842,0.375925,0.000001,29.99207,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,16,0.4545,0.992798,1.100586,26.78502,6.561041,353.0258,359.4391,0,0,0,0.990179,1.104367,26.79869,-0.179077,-0.321045,0.92998,0.37417,0.000001,29.99774,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,17,0.4664,0.992771,1.100644,26.785,6.529493,353.0196,359.4035,0,0,0,0.990156,1.104433,26.79867,-0.179796,-0.32738,0.927629,0.383606,0.000001,29.92808,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,18,0.4767,0.992729,1.100737,26.78501,6.5308,353.0172,359.3726,0,0,0,0.990116,1.104526,26.79867,-0.161544,-0.344819,0.924664,0.472657,0.000001,29.76057,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,19,0.4876,0.992695,1.100762,26.78498,6.503635,353.0186,359.3414,0,0,0,0.990086,1.104558,26.79864,-0.173175,-0.341155,0.923918,0.429399,0.000001,29.79002,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,20,0.4984,0.992653,1.100843,26.78499,6.499345,353.0209,359.3193,0,0,0,0.990046,1.104641,26.79865,-0.173228,-0.341062,0.923942,0.42899,0.000001,29.79114,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,21,0.5096,0.992619,1.100912,26.78498,6.492947,353.0049,359.3091,0,0,0,0.990007,1.104712,26.79865,-0.168393,-0.345791,0.923078,0.452037,0.000001,29.74764,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.1,22,0.521,0.992561,1.100925,26.78495,6.463352,352.9966,359.2985,0,0,0,0.989952,1.104733,26.79861,-0.158892,-0.347503,0.924118,0.484828,0.000001,29.73643,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,23,0.5319,0.992514,1.100993,26.78494,6.452805,352.983,359.311,0,0,0,0.989899,1.104802,26.7986,-0.159067,-0.347341,0.924149,0.483948,0.000001,29.73808,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,24,0.5431,0.992436,1.101054,26.78488,6.436607,352.9726,359.3213,0,0,0,0.989817,1.104867,26.79853,-0.160418,-0.349941,0.922934,0.483331,0.000001,29.7125,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,25,0.5541,0.992374,1.101099,26.78483,6.422284,352.9646,359.3266,0,0,0,0.989754,1.104915,26.79849,-0.160485,-0.353281,0.921649,0.487826,0.000001,29.68102,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,26,0.5652,0.992308,1.101194,26.78482,6.393277,352.9603,359.3327,0,0,0,0.989685,1.105018,26.79847,-0.160549,-0.352813,0.921817,0.486842,0.000001,29.68562,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,27,0.5767,0.992224,1.101255,26.78478,6.367696,352.9627,359.3545,0,0,0,0.989601,1.105084,26.79843,-0.155582,-0.351469,0.923181,0.500422,0.000001,29.70108,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,28,0.5944,0.992147,1.101307,26.78475,6.314503,352.9681,359.3615,0,0,0,0.989527,1.105148,26.7984,-0.152009,-0.348241,0.924998,0.507124,0.000001,29.7339,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,29,0.6014,0.992096,1.101449,26.78473,6.296269,352.9628,359.3865,0,0,0,0.989471,1.105294,26.79838,-0.151022,-0.347709,0.92536,0.509404,0.000001,29.7399,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,30,0.6094,0.992022,1.101512,26.78465,6.265006,352.9639,359.4101,0,0,0,0.989393,1.105365,26.79829,-0.150929,-0.347213,0.925561,0.508907,0.000001,29.74484,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.2,31,0.6206,0.991947,1.101574,26.78457,6.235394,352.9655,359.4209,0,0,0,0.989321,1.105433,26.79821,-0.150398,-0.349341,0.924847,0.51341,0.000001,29.72473,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,32,0.6316,0.991896,1.101657,26.78449,6.20361,352.9547,359.4394,0,0,0,0.989265,1.105524,26.79813,-0.149675,-0.348951,0.925111,0.515074,0.000001,29.72902,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,33,0.6427,0.991827,1.1017,26.78439,6.184245,352.9467,359.4619,0,0,0,0.989191,1.105571,26.79803,-0.149724,-0.348648,0.925218,0.514415,0.000001,29.73191,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,34,0.654,0.991753,1.101766,26.78429,6.175937,352.941,359.4831,0,0,0,0.989115,1.105639,26.79793,-0.148726,-0.349547,0.925039,0.518686,0.000001,29.72389,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,35,0.6651,0.991711,1.101875,26.78422,6.161764,352.9313,359.5105,0,0,0,0.989067,1.105751,26.79786,-0.148705,-0.348355,0.925492,0.517048,0.000001,29.73556,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,36,0.6765,0.99165,1.101976,26.7841,6.160469,352.9249,359.5401,0,0,0,0.989002,1.105853,26.79773,-0.147557,-0.349301,0.925319,0.521853,0.000001,29.7272,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,37,0.6876,0.9916,1.102048,26.78396,6.162713,352.9279,359.551,0,0,0,0.988953,1.105924,26.7976,-0.14746,-0.349344,0.925319,0.522138,0.000001,29.72691,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,38,0.6982,0.991564,1.102145,26.78382,6.1973,352.9255,359.5663,0,0,0,0.988915,1.106011,26.79745,-0.146053,-0.351872,0.924584,0.529837,0.000001,29.70362,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,39,0.7097,0.99151,1.102251,26.78357,6.285155,352.9205,359.5782,0,0,0,0.988857,1.106096,26.79721,-0.145668,-0.352024,0.924586,0.531153,0.000001,29.70237,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.3,40,0.7205,0.991444,1.102326,26.78336,6.375983,352.9329,359.5847,0,0,0,0.988792,1.10615,26.79701,-0.145372,-0.35351,0.924066,0.533916,0.000001,29.68845,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,41,0.7319,0.991413,1.102491,26.78314,6.468915,352.9267,359.5875,0,0,0,0.988758,1.106292,26.79679,-0.144434,-0.3561,0.923218,0.540048,0.000001,29.66494,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,42,0.7485,0.991379,1.10261,26.78287,6.554226,352.9189,359.5891,0,0,0,0.988722,1.10639,26.79653,-0.144249,-0.357093,0.922863,0.541792,0.000001,29.65586,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,43,0.7559,0.991325,1.102823,26.78245,6.68243,352.9145,359.5793,0,0,0,0.988667,1.106572,26.79612,-0.143276,-0.359572,0.922052,0.547741,0.000001,29.63371,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,44,0.765,0.991266,1.103102,26.78186,6.767205,352.894,359.5567,0,0,0,0.988606,1.106831,26.79554,-0.143637,-0.36094,0.921461,0.548141,0.000001,29.62122,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,45,0.782,0.991186,1.103401,26.78125,6.873182,352.8644,359.5388,0,0,0,0.98852,1.107105,26.79493,-0.144103,-0.362475,0.920786,0.548387,0.000001,29.60729,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,46,0.7911,0.9911,1.103641,26.78061,6.930495,352.8537,359.5174,0,0,0,0.98843,1.107331,26.7943,-0.144575,-0.363308,0.920383,0.547779,0.000001,29.59954,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,47,0.8023,0.990995,1.104036,26.77972,6.950897,352.8038,359.5229,0,0,0,0.988316,1.10772,26.7934,-0.145045,-0.364152,0.919976,0.547101,0.000001,29.5919,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,48,0.8109,0.990881,1.104426,26.77879,6.945024,352.7592,359.5296,0,0,0,0.988188,1.108113,26.79247,-0.145738,-0.36406,0.919903,0.544598,0.000001,29.59243,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.4,49,0.8206,0.990692,1.105122,26.7774,6.902574,352.6804,359.5677,0,0,0,0.987978,1.108818,26.79107,-0.146376,-0.363954,0.919843,0.542031,0.000001,29.59347,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,50,0.8318,0.990549,1.105912,26.77633,6.876494,352.6066,359.6384,0,0,0,0.987812,1.109613,26.78999,-0.146678,-0.363748,0.919877,0.540373,0.000001,29.59608,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,51,0.8427,0.990347,1.106696,26.77517,6.833381,352.5229,359.7167,0,0,0,0.987581,1.110406,26.78882,-0.147717,-0.363084,0.919973,0.535824,0.000001,29.60234,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,52,0.8539,0.990068,1.107592,26.77393,6.821182,352.4127,359.7964,0,0,0,0.987268,1.111304,26.78758,-0.148465,-0.363105,0.919844,0.532883,0.000001,29.60281,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,53,0.8649,0.989656,1.10861,26.77246,6.815716,352.2405,359.8653,0,0,0,0.986811,1.112322,26.7861,-0.150944,-0.362972,0.919493,0.524247,0.000001,29.60388,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,54,0.876,0.989313,1.109199,26.7714,6.814673,352.0968,359.923,0,0,0,0.986427,1.11291,26.78504,-0.153,-0.36298,0.91915,0.517324,0.000001,29.60319,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,55,0.8875,0.988819,1.110033,26.76993,6.828579,351.9023,0.007099,0,0,0,0.985878,1.113739,26.78355,-0.155408,-0.363363,0.918595,0.509539,0.000001,29.59913,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,56,0.9048,0.988113,1.110996,26.76818,6.905374,351.634,0.126108,0,0,0,0.9851,1.114682,26.78179,-0.158716,-0.364545,0.91756,0.499788,0.000001,29.58746,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,57,0.9122,0.987461,1.111643,26.76662,6.976586,351.3673,0.227507,0,0,0,0.984373,1.115309,26.78022,-0.162479,-0.365743,0.916424,0.488906,0.000001,29.57479,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.5,58,0.9209,0.986744,1.11219,26.76501,7.129192,351.108,0.377513,0,0,0,0.983578,1.115817,26.7786,-0.165826,-0.368279,0.914807,0.481156,0.000001,29.55029,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,59,0.9326,0.986246,1.112476,26.76396,7.303715,350.9424,0.468197,0,0,0,0.983032,1.116059,26.77755,-0.167214,-0.371389,0.913296,0.480538,0.000001,29.52209,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,60,0.9437,0.985516,1.112802,26.76239,7.626297,350.7143,0.585684,0,0,0,0.982233,1.116303,26.77599,-0.169414,-0.376964,0.910603,0.480549,0.000001,29.47256,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,61,0.9543,0.9846,1.113018,26.76022,8.192353,350.437,0.681804,0,0,0,0.981239,1.116381,26.77383,-0.172777,-0.386127,0.90612,0.481704,0.000001,29.39363,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,62,0.9655,0.983961,1.113214,26.75864,8.699489,350.2609,0.730035,0,0,0,0.980549,1.116451,26.77227,-0.174075,-0.394757,0.902145,0.48823,0.000001,29.32373,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,63,0.9765,0.983328,1.113233,26.7569,9.35224,350.094,0.774267,0,0,0,0.979864,1.11631,26.77055,-0.174916,-0.405521,0.897194,0.498359,0.000001,29.24033,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,64,0.9877,0.982761,1.113079,26.75522,10.116,349.9933,0.814035,0,0,0,0.979263,1.115968,26.76891,-0.174586,-0.41794,0.891541,0.513091,0.000001,29.14947,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,65,0.9991,0.98243,1.112878,26.75428,10.63051,349.9371,0.777372,0,0,0,0.978916,1.115641,26.76799,-0.174958,-0.426069,0.887612,0.520798,0.000001,29.09216,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,66,1.0101,0.981854,1.112318,26.75253,11.56515,349.883,0.744634,0,0,0,0.978323,1.114851,26.76628,-0.173752,-0.441246,0.880405,0.539323,0.000001,28.99072,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.6,67,1.0211,0.98144,1.111522,26.75109,12.42383,349.9053,0.650457,0,0,0,0.977917,1.113844,26.76488,-0.171782,-0.45523,0.873646,0.557605,0.000001,28.9025,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,68,1.0322,0.981131,1.110426,26.74944,13.3896,350.0481,0.527358,0,0,0,0.977646,1.112511,26.76328,-0.167965,-0.471065,0.865959,0.580966,0.000001,28.80843,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,69,1.0436,0.980866,1.109316,26.74771,14.33387,350.131,0.188001,0,0,0,0.977428,1.111172,26.76159,-0.166846,-0.485441,0.858201,0.59552,0.000001,28.72601,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,70,1.0615,0.980656,1.107732,26.7453,15.61577,350.389,0.008069,0,0,0,0.977289,1.109272,26.75924,-0.161128,-0.50566,0.847553,0.623821,0.000001,28.61852,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,71,1.0703,0.98056,1.10653,26.74336,16.71631,350.5888,359.8594,0,0,0,0.977251,1.107797,26.75734,-0.155274,-0.52389,0.837514,0.648916,0.000001,28.52831,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,72,1.0774,0.980434,1.105766,26.7421,17.31804,350.6932,359.7946,0,0,0,0.977156,1.106884,26.7561,-0.153138,-0.532787,0.832278,0.659007,0.000001,28.48518,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,73,1.0879,0.980259,1.10447,26.73984,18.40385,350.8739,359.7186,0,0,0,0.97703,1.105317,26.75386,-0.151407,-0.546678,0.82354,0.670904,0.000001,28.41898,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,74,1.0991,0.98011,1.103544,26.73808,19.19219,350.9959,359.5799,0,0,0,0.976921,1.104196,26.75213,-0.147908,-0.55887,0.815958,0.68469,0.000001,28.36427,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,75,1.11,0.979895,1.102725,26.73627,19.89149,351.0749,359.6354,0,0,0,0.976717,1.103199,26.75032,-0.145864,-0.565821,0.811523,0.692323,0.000001,28.33259,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.7,76,1.1215,0.979668,1.101961,26.73437,20.57415,351.1093,359.6905,0,0,0,0.976494,1.102263,26.74844,-0.144086,-0.575619,0.804924,0.700581,0.000001,28.28982,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:01.8,77,1.1325,0.979481,1.101116,26.73233,21.2606,351.1846,359.7247,0,0,0,0.976322,1.101245,26.7464,-0.141926,-0.586044,0.797753,0.709627,0.000001,28.24547,Road,0,0,0.5,0.5,0.5,0.5,1,0.978211,Valid,#NAME?
06:01.8,78,1.1433,0.979364,1.100144,26.73033,21.94413,351.2889,359.7794,0,0,0,0.976227,1.100101,26.74441,-0.138095,-0.600169,0.787863,0.723101,0.000001,28.18855,Road,0,0,0.5,0.5,0.5,0.5,1,0.978211,Valid,#NAME?
06:01.8,79,1.1545,0.979271,1.098956,26.72813,22.66061,351.4228,359.8001,0,0,0,0.976164,1.098732,26.74221,-0.135034,-0.610127,0.780712,0.732992,0.000001,28.14814,Road,0,0,0.5,0.5,0.5,0.5,1,0.96078,Valid,#NAME?
06:01.8,80,1.1656,0.979282,1.097704,26.72596,23.41802,351.5417,359.9231,0,0,0,0.976194,1.097289,26.74004,-0.130485,-0.625868,0.768937,0.747424,0.000001,28.08817,Road,0,0,0.5,0.5,0.5,0.5,1,0.96078,Valid,#NAME?
06:01.8,81,1.1767,0.979296,1.096066,26.72351,24.24052,351.7013,0.038244,0,0,0,0.976238,1.095443,26.73759,-0.125079,-0.656752,0.743662,0.76761,0.000001,27.978,Road,0,0,0.5,0.5,0.5,0.5,1,0.96078,Valid,#NAME?
06:01.8,82,1.1878,0.979258,1.09467,26.72101,25.09352,351.8838,0.11137,0,0,0,0.976238,1.093832,26.73508,-0.120951,-0.667922,0.734338,0.778162,0.000001,27.93769,Road,0,0,0.5,0.5,0.5,0.5,1,0.96078,Valid,#NAME?
06:01.8,83,1.1988,0.979322,1.093536,26.71857,25.95475,352.0729,0.046957,0,0,0,0.976357,1.092484,26.73264,-0.119777,-0.680717,0.722688,0.784126,0.000001,27.89249,Road,0,0,0.5,0.5,0.5,0.5,1,0.96078,Valid,#NAME?
06:01.8,84,1.2156,0.979345,1.092353,26.7162,26.78946,352.2379,0.047059,0,0,0,0.976425,1.091091,26.73027,-0.119705,-0.700095,0.703945,0.789867,0.000001,27.82736,Road,0,0,0.5,0.5,0.5,0.5,1,0.96078,Valid,#NAME?
06:01.8,85,1.2249,0.979435,1.091119,26.71405,27.51668,352.3981,0.132704,0,0,0,0.976547,1.089674,26.72811,-0.123005,-0.715855,0.68733,0.78931,0.000001,27.77436,Road,0,0,0.5,0.5,0.5,0.5,1,0.96078,Valid,#NAME?
06:01.9,86,1.2332,0.979534,1.09039,26.71274,28.04825,352.4909,0.150807,0,0,0,0.976669,1.088812,26.72678,-0.120921,-0.722304,0.680922,0.794392,0.000001,27.75322,Road,0,0,0.5,0.5,0.5,0.5,1,0.974899,Valid,#NAME?
06:01.9,87,1.2438,0.979622,1.089079,26.71074,28.79744,352.6648,0.272842,0,0,0,0.976793,1.087312,26.72477,-0.116687,-0.733284,0.669835,0.80377,0.000001,27.718,Road,0,0,0.5,0.5,0.5,0.5,1,0.974899,Valid,#NAME?
06:01.9,88,1.2547,0.979771,1.087367,26.70817,29.77582,352.8738,0.449699,0,0,0,0.97698,1.085354,26.72217,-0.11636,-0.742473,0.659693,0.806885,0.000001,27.68652,Road,0,0,0.5,0.5,0.5,0.5,1,0.974899,Valid,#NAME?
06:01.9,89,1.2656,0.979958,1.08589,26.70572,30.76206,353.0896,0.597345,0,0,0,0.977211,1.08363,26.71969,-0.11152,-0.753952,0.647394,0.816927,0.000001,27.65018,Road,0,0,0.5,0.5,0.5,0.5,1,0.979919,Valid,#NAME?
06:01.9,90,1.2769,0.980223,1.084373,26.70294,31.77741,353.3295,0.643879,0,0,0,0.977535,1.081861,26.71688,-0.107787,-0.764387,0.635685,0.824981,0.000001,27.61658,Road,0,0,0.5,0.5,0.5,0.5,1,0.979919,Valid,#NAME?
06:01.9,91,1.2878,0.980679,1.082541,26.69917,33.0019,353.5992,0.774621,0,0,0,0.97805,1.079725,26.71306,-0.097131,-0.779012,0.61944,0.843425,0.000001,27.57162,Road,0,0,0.5,0.5,0.5,0.5,1,0.979919,Valid,#NAME?
06:01.9,92,1.2989,0.981066,1.081561,26.69679,33.7239,353.7452,0.921288,0,0,0,0.978464,1.078565,26.71065,-0.091155,-0.789933,0.60638,0.854002,0.000001,27.5386,Road,0,0,0.5,0.5,0.5,0.5,1,0.983936,Valid,#NAME?
06:01.9,93,1.3104,0.981379,1.08043,26.69439,34.49173,353.9655,0.944149,0,0,0,0.978832,1.077245,26.70822,-0.087577,-0.798081,0.596152,0.860621,0.000001,27.51289,Road,0,0,0.5,0.5,0.5,0.5,1,0.983936,Valid,#NAME?
06:01.9,94,1.3215,0.981766,1.079417,26.69213,35.02612,354.1031,1.218975,0,0,0,0.979229,1.076097,26.70593,-0.08156,-0.805731,0.58664,0.870302,0.000001,27.48942,Road,0,0,0.5,0.5,0.5,0.5,1,0.983936,Valid,#NAME?
06:02.0,95,1.3322,0.982132,1.078365,26.68986,35.59783,354.2427,1.539355,0,0,0,0.979605,1.074901,26.70362,-0.081811,-0.813926,0.57518,0.871562,0.000001,27.46323,Road,0,0,0.5,0.5,0.5,0.5,1,0.983936,Valid,#NAME?
06:02.0,96,1.3432,0.982544,1.077567,26.68689,36.20965,354.6324,1.771523,0,0,0,0.980093,1.07395,26.70063,-0.075769,-0.820153,0.567105,0.880877,0.000001,27.44323,Road,0,0,0.5,0.5,0.5,0.5,1,0.983936,Valid,#NAME?
06:02.0,97,1.3545,0.982937,1.076838,26.68434,36.7033,355.0352,1.775438,0,0,0,0.980585,1.073102,26.69806,-0.09066,-0.804365,0.587178,0.859636,0.000001,27.48143,Road,0,0,0.5,0.5,0.5,0.5,1,0.983936,Valid,#NAME?
06:02.0,98,1.3717,0.983353,1.076628,26.68209,37.01501,355.3026,1.750454,0,0,0,0.981068,1.072816,26.69581,-0.080653,-0.817655,0.570031,0.875246,0.000001,27.44373,Road,0,0,0.5,0.5,0.5,0.5,1,0.986875,Valid,#NAME?
06:02.0,99,1.3796,0.983908,1.076495,26.67991,37.13158,355.4626,1.764531,0,0,0,0.981661,1.072655,26.69363,-0.083292,-0.817405,0.57001,0.872359,0.000001,27.44164,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.0,100,1.3881,0.984377,1.076354,26.67824,37.19996,355.5582,1.778651,0,0,0,0.982153,1.072497,26.69196,-0.08219,-0.818098,0.569176,0.874405,0.000001,27.43814,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.0,101,1.3987,0.984903,1.076518,26.67658,37.08601,355.6969,1.870719,0,0,0,0.982704,1.072687,26.69031,-0.082193,-0.820421,0.565821,0.875239,0.000001,27.43011,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
06:02.0,102,1.4098,0.98551,1.076413,26.67462,37.01553,355.9188,1.992006,0,0,0,0.983351,1.072597,26.68836,-0.077121,-0.826634,0.55743,0.883282,0.000001,27.41166,Road,0,0,0.5,0.5,0.5,0.5,1,0.989227,Valid,#NAME?
