时间戳,帧计数器,游戏时间,挂载对象位置X,挂载对象位置Y,挂载对象位置Z,挂载对象旋转X,挂载对象旋转Y,挂载对象旋转Z,目标对象1旋转X,目标对象1旋转Y,目标对象1旋转Z,注视原点X,注视原点Y,注视原点Z,注视方向X,注视方向Y,注视方向Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径,右瞳孔直径,左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,眼动追踪状态
2025-11-27 17:55:16.7040,1,0.0000,0.413281,-0.001141,26.274050,359.983900,-0.000137,0.001785,0,0,0,0.413281,-0.001141,26.274050,-0.000002,0.000282,1.000000,0.413271,0.000001,30.327140,Road,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:18.8322,2,0.0200,0.299015,1.255688,26.030910,345.369400,1.604113,0.021972,0,0,0,0.299015,1.255688,26.030910,0.027086,0.252587,0.967195,0.315289,1.407452,26.612040,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.1281,3,0.3116,0.296970,1.245715,26.021000,344.665800,0.845892,0.265137,0,0,0,0.296970,1.245715,26.021000,0.014238,0.264449,0.964295,0.305222,1.398976,26.579850,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.1977,4,0.3875,0.295670,1.244916,26.018220,343.601200,0.886541,0.516475,0,0,0,0.295670,1.244916,26.018220,0.014843,0.282322,0.959205,0.303730,1.398224,26.539090,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.2110,5,0.4024,0.294624,1.245892,26.016330,342.514300,0.770665,0.719974,0,0,0,0.294624,1.245892,26.016330,0.012829,0.300468,0.953706,0.301112,1.397840,26.498630,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.2201,6,0.4123,0.293802,1.246717,26.015390,341.860800,0.557379,0.850692,0,0,0,0.293802,1.246717,26.015390,0.009245,0.311326,0.950258,0.298284,1.397641,26.476050,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.2269,7,0.4200,0.293652,1.246838,26.015250,341.756100,0.483631,0.808711,0,0,0,0.293652,1.246838,26.015250,0.008017,0.313063,0.949699,0.297513,1.397613,26.472640,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.2367,8,0.4279,0.293562,1.246878,26.015170,341.689900,0.447888,0.796474,0,0,0,0.293562,1.246878,26.015170,0.007421,0.314160,0.949341,0.297122,1.397588,26.470600,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.2677,9,0.4593,0.293411,1.247033,26.015110,341.597800,0.361392,0.792196,0,0,0,0.293411,1.247033,26.015110,0.005985,0.315686,0.948845,0.296265,1.397571,26.467580,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.2757,10,0.4673,0.293053,1.247147,26.014920,341.495800,0.185627,0.806309,0,0,0,0.293053,1.247147,26.014920,0.003072,0.317374,0.948296,0.294509,1.397554,26.464320,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.2884,11,0.4808,0.293034,1.247240,26.014970,341.498700,0.136476,0.762092,0,0,0,0.293034,1.247240,26.014970,0.002259,0.317327,0.948314,0.294104,1.397566,26.464200,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.2961,12,0.4884,0.292904,1.247256,26.014910,341.501400,0.065741,0.734500,0,0,0,0.292904,1.247256,26.014910,0.001088,0.317282,0.948331,0.293420,1.397566,26.464170,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3042,13,0.4954,0.292847,1.247351,26.014960,341.500800,0.003279,0.716695,0,0,0,0.292847,1.247351,26.014960,0.000054,0.317292,0.948328,0.292872,1.397578,26.463960,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3138,14,0.5055,0.292728,1.247345,26.014940,341.508600,359.941200,0.699712,0,0,0,0.292728,1.247345,26.014940,-0.000974,0.317162,0.948371,0.292267,1.397596,26.464220,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3244,15,0.5164,0.292627,1.247351,26.014910,341.543500,359.882900,0.703526,0,0,0,0.292627,1.247351,26.014910,-0.001939,0.316586,0.948562,0.291707,1.397620,26.465150,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3363,16,0.5279,0.292532,1.247311,26.014870,341.575300,359.847100,0.698904,0,0,0,0.292532,1.247311,26.014870,-0.002532,0.316057,0.948737,0.291328,1.397645,26.466140,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3477,17,0.5387,0.292597,1.247416,26.014980,341.624600,359.825700,0.670709,0,0,0,0.292597,1.247416,26.014980,-0.002887,0.315242,0.949007,0.291221,1.397672,26.467320,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3576,18,0.5501,0.292519,1.247372,26.014970,341.674300,359.809500,0.649272,0,0,0,0.292519,1.247372,26.014970,-0.003156,0.314418,0.949279,0.291010,1.397701,26.468830,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3700,19,0.5619,0.292435,1.247320,26.014940,341.724500,359.788200,0.642486,0,0,0,0.292435,1.247320,26.014940,-0.003510,0.313587,0.949553,0.290751,1.397730,26.470380,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3811,20,0.5724,0.292633,1.247449,26.015140,341.744000,359.807500,0.637865,0,0,0,0.292633,1.247449,26.015140,-0.003191,0.313264,0.949661,0.291102,1.397750,26.470780,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.3912,21,0.5832,0.292566,1.247399,26.015120,341.774200,359.806500,0.631231,0,0,0,0.292566,1.247399,26.015120,-0.003208,0.312763,0.949826,0.291024,1.397774,26.471790,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4032,22,0.5948,0.292494,1.247405,26.015110,341.832100,359.813700,0.626476,0,0,0,0.292494,1.247405,26.015110,-0.003089,0.311802,0.950142,0.291004,1.397802,26.473410,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4139,23,0.6055,0.292616,1.247467,26.015270,341.844400,359.811100,0.637165,0,0,0,0.292616,1.247467,26.015270,-0.003132,0.311598,0.950209,0.291105,1.397819,26.473760,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4240,24,0.6168,0.292530,1.247490,26.015270,341.899500,359.806400,0.670125,0,0,0,0.292530,1.247490,26.015270,-0.003212,0.310684,0.950508,0.290976,1.397844,26.475260,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4377,25,0.6295,0.292448,1.247471,26.015270,341.930100,359.787600,0.706818,0,0,0,0.292448,1.247471,26.015270,-0.003525,0.310177,0.950672,0.290739,1.397864,26.476210,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4508,26,0.6422,0.292536,1.247521,26.015440,341.984200,359.764100,0.760004,0,0,0,0.292536,1.247521,26.015440,-0.003916,0.309279,0.950963,0.290632,1.397888,26.477780,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4613,27,0.6526,0.292521,1.247484,26.015510,342.036700,359.726700,0.812108,0,0,0,0.292521,1.247484,26.015510,-0.004538,0.308408,0.951244,0.290307,1.397912,26.479480,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4717,28,0.6632,0.292463,1.247386,26.015520,342.099400,359.699100,0.866472,0,0,0,0.292463,1.247386,26.015520,-0.004997,0.307366,0.951578,0.290016,1.397938,26.481610,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4823,29,0.6739,0.292645,1.247412,26.015710,342.193100,359.650000,0.912423,0,0,0,0.292645,1.247412,26.015710,-0.005815,0.305811,0.952075,0.289782,1.397969,26.484430,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.4916,30,0.6835,0.292641,1.247274,26.015720,342.295000,359.612400,0.950090,0,0,0,0.292641,1.247274,26.015720,-0.006445,0.304117,0.952613,0.289446,1.398004,26.487870,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5022,31,0.6947,0.292624,1.247131,26.015730,342.389700,359.578100,0.976324,0,0,0,0.292624,1.247131,26.015730,-0.007018,0.302541,0.953111,0.289123,1.398037,26.491140,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5165,32,0.7084,0.292820,1.247111,26.015940,342.490100,359.560100,0.967293,0,0,0,0.292820,1.247111,26.015940,-0.007322,0.300870,0.953637,0.289146,1.398069,26.494410,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5258,33,0.7179,0.292862,1.246975,26.015940,342.567400,359.556000,0.929329,0,0,0,0.292862,1.246975,26.015940,-0.007393,0.299584,0.954041,0.289133,1.398096,26.497190,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5371,34,0.7293,0.292904,1.246867,26.015930,342.626700,359.572400,0.891640,0,0,0,0.292904,1.246867,26.015930,-0.007123,0.298596,0.954353,0.289296,1.398118,26.499350,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5480,35,0.7400,0.293303,1.246976,26.016220,342.673800,359.598000,0.859372,0,0,0,0.293303,1.246976,26.016220,-0.006698,0.297812,0.954601,0.289903,1.398132,26.500740,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5585,36,0.7509,0.293310,1.246901,26.016110,342.666900,359.626100,0.854422,0,0,0,0.293310,1.246901,26.016110,-0.006229,0.297927,0.954569,0.290148,1.398135,26.500670,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5691,37,0.7615,0.293411,1.246907,26.016090,342.635000,359.649900,0.861034,0,0,0,0.293411,1.246907,26.016090,-0.005832,0.298457,0.954405,0.290457,1.398130,26.499670,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5813,38,0.7725,0.293699,1.247109,26.016240,342.611100,359.661900,0.863871,0,0,0,0.293699,1.247109,26.016240,-0.005631,0.298856,0.954282,0.290854,1.398123,26.498450,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.5924,39,0.7838,0.293848,1.247188,26.016210,342.559300,359.680300,0.860475,0,0,0,0.293848,1.247188,26.016210,-0.005324,0.299719,0.954013,0.291167,1.398110,26.496600,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
2025-11-27 17:55:19.6072,40,0.7982,0.293997,1.247231,26.016170,342.511000,359.697900,0.840904,0,0,0,0.293997,1.247231,26.016170,-0.005028,0.300522,0.953762,0.291473,1.398099,26.494980,-126-199,0.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,Invalid
